,Star_name,Distance,Mass,Radius
4412,Menkalinan,081,2.39,2.77
4413,Atria,0390,7,92
4414,Alhena,0109,2.8,3.3
4415,Peacock,0180,5.9,4.8
4416,Alsephina[2],0080,2.4,2.9
4417,Mirzam,0500,13.5,10
4418,Polaris,0430,5.4,39
4419,Alphard,0180,3.0,50
4420,Mintaka,01200,24,16.5
4421,Scheat,0196,2.1,95
4422,Almaaz,0653,15,140
4423,Rasalgethi,0360,2.8,280
4424,Tau Ceti,011.9,0.783,0.893
4425,Delta Pavonis,019.92,0.991,1.22
4426,Ran,010.48,0.82,0.74
4427,V382 Carinae,"08,900",20,485
4428,Eta Carinae,"07,500",100,60 - 881
4429,Delta Cephei,0887,4.5,44.5
4430,Mu Cephei,"06,000",19.2,972
4431,Titawin,044.25,1.27,1.48
4432,Rho Cassiopeiae,"08,154",22,636-981
4433,P Cygni,"05,545",30,76
4434,La Superba,"01,000",,129 - 342
4435,VV Cephei,"04,900",18.2,"516 - 1,050"
4436,61 Cygni,011.41,0.7,0.665
4437,R Doradus,0178,0.7 - 1.0,298
4438,Polaris Australis,0281,1.59,3.74
4439,R Coronae Borealis,"04,566",0.85,85
4440,54 Piscium,036.1,0.76,0.94
4441,Mira,0300,1.2,370
4442,RW Cephei,"014,000",13.9,"1,158"
4443,Lacaille 8760,012.87,0.6,0.51
4444,V838 Monocerotis,"019,896",?,380 - 750
4445,HD 140283,0190,?,1.4
4446,II Pegasi,0130,0.8,3.4
4447,VY Canis Majoris,"03,900",17,"1,420"
4448,Pistol Star,"025,000",100,320
4449,S Doradus,"0169,000",24,380
4450,UY Scuti,"05,100",7 - 10,755
4451,Barnard's Star,05.98,0.14,0.20
4452,Luhman 16,06.52,0.04,?
4453,Proxima Centauri,04.25,0.12,0.15
4454,KIC 8462852,"01,470",1.43,1.58
4455,R136a1,"0163,000",290,32
4456,Melnick 42,"0163,000",189,21.1
4457,WR 102,"018,134",19,0.39
4458,VFTS 352,"0164,000",57.48,14.47
4459,YBP 1194,"02,772",1.01,0.99
4460,Gliese 1214,047.5,0.16,0.21
4461,NML Cygni,"05,251",50,"1,640 - 2,770"
4462,VB 10,018.72,0.075,0.10
4463,WOH G64,"0163,000",<20,"1,540 - 1,730"
4464,TRAPPIST-1,039.6,0.089,0.12
4465,Sun,0.000015813,1,1
4466,Sirius,0008.6,2.1,1.71
4467,Canopus,0310,15,71
4468,Alpha Centauri,0004.4,1.1,1.2
4469,Arcturus,0037,1.1,26
4470,Vega,0025,2.2,2.7
4471,Capella,0043,2.6,12
4472,Rigel,0860,23,78.9
4473,Procyon,0011.4,1.5,1.9
4474,Betelgeuse,0640[1],20,950
4475,Achernar,0144,6.7,9.3
4476,Hadar,0390,10.5,8.6
4477,Altair,0017,1.8,1.8
4478,Acrux,0320,18,8.9
4479,Aldebaran,0065,1.5,44
4480,Antares,0600,12,680
4481,Spica,0260,11.43,7.47
4482,Pollux,0034,1.9,8.8
4483,Fomalhaut,0025,1.9,1.8
4484,Deneb,"2,600",19,203
4485,Mimosa,0350,16,8.4
4486,Regulus,0077,3.8,3.1
4487,Adhara,0430,12.5,14
4488,Shaula,0700,14.5,8.8
4489,Castor,0052,2.8,2.4
4490,Gacrux,0088,1.5,84
4491,Bellatrix,0240,8.6,5.8
4492,Elnath,0130,5.0,4.2
4493,Miaplacidus,0110,3.5,6.8
4494,Alnilam,"2,000",32,42
4495,Gamma Velorum,"01,100",9.0,6
4496,Alnair,0101,4.0,3.4
4497,Alioth,0081,2.9,4.2
4498,Alnitak,01050,33,20
4499,Dubhe,0120,4.25,30
4500,Mirfak,0590,8.5,68
4501,Wezen,"1,600",17,200
4502,Sargas,0270,5.7,26
4503,Kaus Australis,0140,3.5,6.8
4504,Avior,0630,9.0,130
4505,Alkaid,0104,6.1,3.4
4506,Menkalinan,081,2.39,2.77
4507,Atria,0390,7,92
4508,Alhena,0109,2.8,3.3
4509,Peacock,0180,5.9,4.8
4510,Alsephina[2],0080,2.4,2.9
4511,Mirzam,0500,13.5,10
4512,Polaris,0430,5.4,39
4513,Alphard,0180,3.0,50
4514,Mintaka,01200,24,16.5
4515,Scheat,0196,2.1,95
4516,Almaaz,0653,15,140
4517,Rasalgethi,0360,2.8,280
4518,Tau Ceti,011.9,0.783,0.893
4519,Delta Pavonis,019.92,0.991,1.22
4520,Ran,010.48,0.82,0.74
4521,V382 Carinae,"08,900",20,485
4522,Eta Carinae,"07,500",100,60 - 881
4523,Delta Cephei,0887,4.5,44.5
4524,Mu Cephei,"06,000",19.2,972
4525,Titawin,044.25,1.27,1.48
4526,Rho Cassiopeiae,"08,154",22,636-981
4527,P Cygni,"05,545",30,76
4528,La Superba,"01,000",,129 - 342
4529,VV Cephei,"04,900",18.2,"516 - 1,050"
4530,61 Cygni,011.41,0.7,0.665
4531,R Doradus,0178,0.7 - 1.0,298
4532,Polaris Australis,0281,1.59,3.74
4533,R Coronae Borealis,"04,566",0.85,85
4534,54 Piscium,036.1,0.76,0.94
4535,Mira,0300,1.2,370
4536,RW Cephei,"014,000",13.9,"1,158"
4537,Lacaille 8760,012.87,0.6,0.51
4538,V838 Monocerotis,"019,896",?,380 - 750
4539,HD 140283,0190,?,1.4
4540,II Pegasi,0130,0.8,3.4
4541,VY Canis Majoris,"03,900",17,"1,420"
4542,Pistol Star,"025,000",100,320
4543,S Doradus,"0169,000",24,380
4544,UY Scuti,"05,100",7 - 10,755
4545,Barnard's Star,05.98,0.14,0.20
4546,Luhman 16,06.52,0.04,?
4547,Proxima Centauri,04.25,0.12,0.15
4548,KIC 8462852,"01,470",1.43,1.58
4549,R136a1,"0163,000",290,32
4550,Melnick 42,"0163,000",189,21.1
4551,WR 102,"018,134",19,0.39
4552,VFTS 352,"0164,000",57.48,14.47
4553,YBP 1194,"02,772",1.01,0.99
4554,Gliese 1214,047.5,0.16,0.21
4555,NML Cygni,"05,251",50,"1,640 - 2,770"
4556,VB 10,018.72,0.075,0.10
4557,WOH G64,"0163,000",<20,"1,540 - 1,730"
4558,TRAPPIST-1,039.6,0.089,0.12
4559,2MASS J0523-1403,040.3,0.07,0.086
4560,Sun,0.000015813,1,1
4561,Sirius,0008.6,2.1,1.71
4562,Canopus,0310,15,71
4563,Alpha Centauri,0004.4,1.1,1.2
4564,Arcturus,0037,1.1,26
4565,Vega,0025,2.2,2.7
4566,Capella,0043,2.6,12
4567,Rigel,0860,23,78.9
4568,Procyon,0011.4,1.5,1.9
4569,Betelgeuse,0640[1],20,950
4570,Achernar,0144,6.7,9.3
4571,Hadar,0390,10.5,8.6
4572,Altair,0017,1.8,1.8
4573,Acrux,0320,18,8.9
4574,Aldebaran,0065,1.5,44
4575,Antares,0600,12,680
4576,Spica,0260,11.43,7.47
4577,Pollux,0034,1.9,8.8
4578,Fomalhaut,0025,1.9,1.8
4579,Deneb,"2,600",19,203
4580,Mimosa,0350,16,8.4
4581,Regulus,0077,3.8,3.1
4582,Adhara,0430,12.5,14
4583,Shaula,0700,14.5,8.8
4584,Castor,0052,2.8,2.4
4585,Gacrux,0088,1.5,84
4586,Bellatrix,0240,8.6,5.8
4587,Elnath,0130,5.0,4.2
4588,Miaplacidus,0110,3.5,6.8
4589,Alnilam,"2,000",32,42
4590,Gamma Velorum,"01,100",9.0,6
4591,Alnair,0101,4.0,3.4
4592,Alioth,0081,2.9,4.2
4593,Alnitak,01050,33,20
4594,Dubhe,0120,4.25,30
4595,Mirfak,0590,8.5,68
4596,Wezen,"1,600",17,200
4597,Sargas,0270,5.7,26
4598,Kaus Australis,0140,3.5,6.8
4599,Avior,0630,9.0,130
4600,Alkaid,0104,6.1,3.4
4601,Menkalinan,081,2.39,2.77
4602,Atria,0390,7,92
4603,Alhena,0109,2.8,3.3
4604,Peacock,0180,5.9,4.8
4605,Alsephina[2],0080,2.4,2.9
4606,Mirzam,0500,13.5,10
4607,Polaris,0430,5.4,39
4608,Alphard,0180,3.0,50
4609,Mintaka,01200,24,16.5
4610,Scheat,0196,2.1,95
4611,Almaaz,0653,15,140
4612,Rasalgethi,0360,2.8,280
4613,Tau Ceti,011.9,0.783,0.893
4614,Delta Pavonis,019.92,0.991,1.22
4615,Ran,010.48,0.82,0.74
4616,V382 Carinae,"08,900",20,485
4617,Eta Carinae,"07,500",100,60 - 881
4618,Delta Cephei,0887,4.5,44.5
4619,Mu Cephei,"06,000",19.2,972
4620,Titawin,044.25,1.27,1.48
4621,Rho Cassiopeiae,"08,154",22,636-981
4622,P Cygni,"05,545",30,76
4623,La Superba,"01,000",,129 - 342
4624,VV Cephei,"04,900",18.2,"516 - 1,050"
4625,61 Cygni,011.41,0.7,0.665
4626,R Doradus,0178,0.7 - 1.0,298
4627,Polaris Australis,0281,1.59,3.74
4628,R Coronae Borealis,"04,566",0.85,85
4629,54 Piscium,036.1,0.76,0.94
4630,Mira,0300,1.2,370
4631,RW Cephei,"014,000",13.9,"1,158"
4632,Lacaille 8760,012.87,0.6,0.51
4633,V838 Monocerotis,"019,896",?,380 - 750
4634,HD 140283,0190,?,1.4
4635,II Pegasi,0130,0.8,3.4
4636,VY Canis Majoris,"03,900",17,"1,420"
4637,Pistol Star,"025,000",100,320
4638,S Doradus,"0169,000",24,380
4639,UY Scuti,"05,100",7 - 10,755
4640,Barnard's Star,05.98,0.14,0.20
4641,Luhman 16,06.52,0.04,?
4642,Proxima Centauri,04.25,0.12,0.15
4643,KIC 8462852,"01,470",1.43,1.58
4644,R136a1,"0163,000",290,32
4645,Melnick 42,"0163,000",189,21.1
4646,WR 102,"018,134",19,0.39
4647,VFTS 352,"0164,000",57.48,14.47
4648,YBP 1194,"02,772",1.01,0.99
4649,Gliese 1214,047.5,0.16,0.21
4650,NML Cygni,"05,251",50,"1,640 - 2,770"
4651,VB 10,018.72,0.075,0.10
4652,WOH G64,"0163,000",<20,"1,540 - 1,730"
4653,TRAPPIST-1,039.6,0.089,0.12
4654,2MASS J0523-1403,040.3,0.07,0.086
4655,WISE 0855−0714,07.27,0.003,?
4656,Sun,0.000015813,1,1
4657,Sirius,0008.6,2.1,1.71
4658,Canopus,0310,15,71
4659,Alpha Centauri,0004.4,1.1,1.2
4660,Arcturus,0037,1.1,26
4661,Vega,0025,2.2,2.7
4662,Capella,0043,2.6,12
4663,Rigel,0860,23,78.9
4664,Procyon,0011.4,1.5,1.9
4665,Betelgeuse,0640[1],20,950
4666,Achernar,0144,6.7,9.3
4667,Hadar,0390,10.5,8.6
4668,Altair,0017,1.8,1.8
4669,Acrux,0320,18,8.9
4670,Aldebaran,0065,1.5,44
4671,Antares,0600,12,680
4672,Spica,0260,11.43,7.47
4673,Pollux,0034,1.9,8.8
4674,Fomalhaut,0025,1.9,1.8
4675,Deneb,"2,600",19,203
4676,Mimosa,0350,16,8.4
4677,Regulus,0077,3.8,3.1
4678,Adhara,0430,12.5,14
4679,Shaula,0700,14.5,8.8
4680,Castor,0052,2.8,2.4
4681,Gacrux,0088,1.5,84
4682,Bellatrix,0240,8.6,5.8
4683,Elnath,0130,5.0,4.2
4684,Miaplacidus,0110,3.5,6.8
4685,Alnilam,"2,000",32,42
4686,Gamma Velorum,"01,100",9.0,6
4687,Alnair,0101,4.0,3.4
4688,Alioth,0081,2.9,4.2
4689,Alnitak,01050,33,20
4690,Dubhe,0120,4.25,30
4691,Mirfak,0590,8.5,68
4692,Wezen,"1,600",17,200
4693,Sargas,0270,5.7,26
4694,Kaus Australis,0140,3.5,6.8
4695,Avior,0630,9.0,130
4696,Alkaid,0104,6.1,3.4
4697,Menkalinan,081,2.39,2.77
4698,Atria,0390,7,92
4699,Alhena,0109,2.8,3.3
4700,Peacock,0180,5.9,4.8
4701,Alsephina[2],0080,2.4,2.9
4702,Mirzam,0500,13.5,10
4703,Polaris,0430,5.4,39
4704,Alphard,0180,3.0,50
4705,Mintaka,01200,24,16.5
4706,Scheat,0196,2.1,95
4707,Almaaz,0653,15,140
4708,Rasalgethi,0360,2.8,280
4709,Tau Ceti,011.9,0.783,0.893
4710,Delta Pavonis,019.92,0.991,1.22
4711,Ran,010.48,0.82,0.74
4712,V382 Carinae,"08,900",20,485
4713,Eta Carinae,"07,500",100,60 - 881
4714,Delta Cephei,0887,4.5,44.5
4715,Mu Cephei,"06,000",19.2,972
4716,Titawin,044.25,1.27,1.48
4717,Rho Cassiopeiae,"08,154",22,636-981
4718,P Cygni,"05,545",30,76
4719,La Superba,"01,000",,129 - 342
4720,VV Cephei,"04,900",18.2,"516 - 1,050"
4721,61 Cygni,011.41,0.7,0.665
4722,R Doradus,0178,0.7 - 1.0,298
4723,Polaris Australis,0281,1.59,3.74
4724,R Coronae Borealis,"04,566",0.85,85
4725,54 Piscium,036.1,0.76,0.94
4726,Mira,0300,1.2,370
4727,RW Cephei,"014,000",13.9,"1,158"
4728,Lacaille 8760,012.87,0.6,0.51
4729,V838 Monocerotis,"019,896",?,380 - 750
4730,HD 140283,0190,?,1.4
4731,II Pegasi,0130,0.8,3.4
4732,VY Canis Majoris,"03,900",17,"1,420"
4733,Pistol Star,"025,000",100,320
4734,S Doradus,"0169,000",24,380
4735,UY Scuti,"05,100",7 - 10,755
4736,Barnard's Star,05.98,0.14,0.20
4737,Luhman 16,06.52,0.04,?
4738,Proxima Centauri,04.25,0.12,0.15
4739,KIC 8462852,"01,470",1.43,1.58
4740,R136a1,"0163,000",290,32
4741,Melnick 42,"0163,000",189,21.1
4742,WR 102,"018,134",19,0.39
4743,VFTS 352,"0164,000",57.48,14.47
4744,YBP 1194,"02,772",1.01,0.99
4745,Gliese 1214,047.5,0.16,0.21
4746,NML Cygni,"05,251",50,"1,640 - 2,770"
4747,VB 10,018.72,0.075,0.10
4748,WOH G64,"0163,000",<20,"1,540 - 1,730"
4749,TRAPPIST-1,039.6,0.089,0.12
4750,2MASS J0523-1403,040.3,0.07,0.086
4751,WISE 0855−0714,07.27,0.003,?
4752,Icarus,"014,400,000,000",33,?
